ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
2430	66,46,24	76,39,38	88,82,110	94,79,102	165	99
2431	6,1,1	0,0,0	1,4,4	0,1,0	101	99
2432	99,43,58	11,2,8	89,68,125	15,0,17	101	99
2434	3,0,1	4,0,1	0,3,2	2,1,0	101	99
2435	0,1,0	9,7,3	0,0,0	2,1,3	158	99
2436	10,1,4	0,0,2	5,3,4	0,0,0	104	99
2437	13,1,5	0,0,0	4,7,7	0,1,0	198	99
2438	0,3,0	113,58,40	0,0,1	86,71,63	166	99
2439	5,4,2	163,125,81	1,5,0	128,114,162	139	99
2444	43,33,30	4,0,2	60,49,63	5,8,4	130	99
2445	299,212,172	4,14,0	389,330,414	3,8,0	198	99
2446	265,181,146	4,14,0	338,292,362	3,8,0	168	99
2447	27,7,12	128,89,89	28,15,35	190,133,150	102	99
2448	3,2,3	128,89,89	5,6,4	190,133,150	137	99
2449	0,1,2	24,6,11	3,2,3	26,11,34	133	99
2450	16,14,6	5,1,0	22,13,33	4,5,4	103	99
2459	4,4,6	2,3,2	6,2,2	8,4,2	101	99
2460	16,11,3	60,59,26	10,15,12	48,28,21	113	99
2464	7,5,3	38,18,12	9,9,11	31,23,18	116	99
2468	0,1,0	71,48,33	4,0,1	72,48,60	141	99
2469	108,86,82	58,51,43	115,82,106	80,53,56	101	99
2470	25,20,10	69,64,52	21,23,10	61,44,79	119	99
2471	25,20,10	5,8,4	26,25,14	0,0,0	122	99
2472	69,64,52	5,8,4	66,46,83	0,0,0	101	99
2473	90,87,66	0,0,6	79,84,73	1,2,0	119	99
2474	367,274,206	2,5,0	363,222,324	4,1,4	190	99
2475	1,0,0	1,0,0	0,0,1	0,0,0	198	99
2476	11,9,9	1,0,1	9,3,11	0,0,0	151	99
2477	49,32,27	1,0,1	33,12,21	0,0,0	186	99
2479	24,13,8	312,211,173	15,16,20	399,273,365	198	99
2480	228,122,116	0,0,3	330,280,289	0,4,1	134	99
2481	0,0,0	453,311,285	2,3,0	554,450,541	131	99
2482	0,0,0	75,45,30	1,0,1	52,54,55	121	99
2483	39,13,13	0,2,0	40,30,34	0,0,0	198	99
2484	0,0,0	37,10,12	1,0,2	39,27,34	121	99
2485	65,54,40	20,22,12	64,37,59	15,8,5	102	99
2486	16,16,10	1,4,2	31,26,20	0,1,0	139	99
2487	26,23,18	17,6,9	17,17,19	7,8,9	101	99
2489	34,19,32	2,2,1	47,42,35	4,2,4	110	99
2490	0,1,0	11,10,2	0,2,3	16,10,13	118	99
2491	138,129,81	5,3,0	165,121,177	0,3,0	177	99
2494	1,0,1	4,4,0	0,0,0	7,3,8	198	99
2495	124,98,123	1,0,3	134,112,120	1,2,1	105	99
2501	8,8,4	0,0,0	7,5,4	1,0,3	198	99
2502	8,6,5	110,58,82	6,2,3	49,46,61	188	99
2503	164,115,94	3,3,0	137,120,138	3,1,4	198	99
2504	79,49,62	0,2,0	95,56,88	0,0,0	170	99
2505	72,45,46	0,1,0	88,50,76	0,1,0	170	99
2509	7,9,4	82,73,63	7,6,4	57,58,52	131	99
2510	64,55,37	3,0,0	38,35,58	1,0,0	105	99
2512	706,460,395	3,4,0	721,519,579	0,0,2	122	99
2519	0,1,0	8,9,3	1,0,0	5,8,5	198	99
2520	1,0,7	40,25,29	3,2,3	52,47,43	110	99
2523	0,0,0	0,1,0	0,0,1	0,0,0	119	99
2524	42,28,26	154,98,72	42,36,24	117,123,109	128	99
2531	2,8,3	3,5,12	0,3,2	3,0,1	198	99
2532	2,7,2	0,0,0	0,3,2	0,0,1	198	99
2533	48,35,30	0,2,1	23,32,39	5,1,1	101	99
2539	88,61,55	7,2,2	85,62,57	8,5,7	101	99
2544	2,0,1	101,86,57	1,0,0	73,89,79	112	99
2545	47,41,46	0,0,0	52,34,58	1,0,0	154	99
2546	146,127,102	0,0,0	124,123,137	1,0,0	140	99
2548	2,7,1	1,0,0	3,4,1	0,0,0	198	99
2551	122,71,74	1,0,0	135,113,124	0,0,0	145	99
2552	66,37,48	2,0,0	102,88,63	0,0,0	198	99
2553	0,0,1	6,6,6	0,0,0	3,4,11	154	99
2554	70,53,36	8,5,3	51,41,41	3,3,2	198	99
2557	5,0,5	39,32,19	10,10,3	36,13,30	119	99
2558	3,1,1	4,2,5	6,20,1	0,0,0	127	99
2559	48,10,19	0,0,1	30,32,19	1,2,0	146	99
2568	66,43,39	2,0,0	51,43,65	1,0,0	170	99
2570	71,50,39	0,0,0	53,48,62	0,0,1	116	99
2573	25,19,20	1,0,0	32,19,27	0,0,0	168	99
2578	81,64,45	14,10,0	64,58,46	6,9,12	107	99
2579	0,0,0	114,62,57	1,0,0	80,43,54	136	99
2580	157,94,73	6,1,3	77,61,67	0,2,0	198	99
